user,item,authors,genres,rating
1901,405,[264],[1360],4
1004,2143,[1157],"[1401, 1374, 1377, 1457, 1369]",5
1424,113,[76],[1363],2
587,2052,[321],[1366],5
3423,2327,[1227],"[1473, 1398, 1399, 1370, 1363]",2
135,958,[616],[1363],3
707,299,[220],"[1398, 1440]",3
161,2169,[235],"[1479, 1401, 1376]",3
3612,37,[34],"[1394, 1382, 1361, 1407, 1398, 1408]",3
3752,66,[50],[1398],3
2872,1780,[1010],[1369],5
3773,150,[102],"[1437, 1374]",5
4620,1062,[673],[1398],4
680,1165,[715],"[1473, 1380, 1379, 1377]",4
3214,1437,[505],[1366],5
4498,1270,[770],"[1579, 1385]",3
4903,0,[0],"[1360, 1361, 1362]",2
2514,1648,[957],"[1438, 1418, 1417, 1449, 1371]",4
5132,655,[450],"[1377, 1379, 1534]",3
3380,1399,[826],[1393],5
2961,163,[111],[1387],5
4239,882,[571],"[1479, 1396, 1494, 1385]",4
5415,2322,[1225],[1360],3
1052,168,[117],"[1361, 1360]",3
1235,2427,[144],[1432],4
3626,72,[50],"[1378, 1398, 1422]",3
109,1597,[496],"[1360, 1457, 1380]",5
4908,592,[414],"[1439, 1424, 1378]",5
1788,1082,[500],"[1360, 1383]",3
3469,598,[413],[1363],3
2718,1863,[1052],[1464],3
94,2632,[715],"[1661, 1445]",3
701,2324,[682],[1383],2
2717,1581,[916],[1366],5
2068,1597,[496],"[1360, 1457, 1380]",3
3401,18,[15],"[1383, 1384, 1385]",4
4077,108,[71],[1431],5
809,1055,[669],[1561],4
3171,1340,[411],"[1363, 1494]",3
2582,2133,[1155],"[1360, 1369]",3
717,645,[444],"[1457, 1419, 1464]",5
2778,1350,[810],"[1419, 1540, 1464]",5
3182,2677,[824],"[1377, 1380, 1380, 1568, 1379]",3
2675,1279,[774],"[1530, 1540, 1360, 1568, 1377]",4
3143,2180,[1167],"[1374, 1472, 1398]",4
2915,811,[165],[1366],4
1413,646,[445],[1360],5
1900,2367,[293],[1360],4
1642,2051,[414],"[1439, 1378, 1424]",5
1818,156,[64],"[1425, 1388, 1446]",4
1076,2653,[1073],[1425],4
5367,423,[264],[1360],5
4399,526,[211],"[1363, 1482, 1385]",4
5091,171,[120],"[1363, 1421]",5
2308,1987,[1100],[1369],5
4484,2461,[1271],"[1653, 1398]",5
5391,2632,[715],"[1661, 1445]",5
2159,1520,[21],[1445],4
3681,1478,[868],"[1394, 1398]",2
2249,2040,"[543, 50]","[1390, 1398, 1370]",3
1057,1524,[656],[1560],4
3331,2050,[107],"[1398, 1376]",2
3959,1741,[968],[1624],5
3645,426,[291],[1499],4
2559,1922,[1071],[1401],3
455,2524,[1294],"[1438, 1388, 1371, 1411, 1414, 1377]",4
249,1268,[768],[1547],5
5101,844,[540],[1363],3
3710,1114,[174],[1385],3
2834,2132,"[1153, 1154, 186]",[1366],3
5055,426,[291],[1499],3
5,2061,[24],[1399],4
3423,1403,[829],"[1540, 1597, 1568, 1380]",3
2863,2638,[1342],[1471],4
977,1347,[97],"[1451, 1588, 1401, 1387]",2
5365,18,[15],"[1383, 1384, 1385]",4
3502,18,[15],"[1383, 1384, 1385]",4
1455,1769,[105],"[1440, 1398, 1363]",3
4571,2485,[476],[1366],5
5522,1388,[352],[1398],4
591,1992,[124],"[1387, 1454]",4
2782,514,[366],"[1414, 1371, 1418, 1379, 1428]",5
1162,1316,[793],"[1360, 1413, 1556, 1380]",4
4305,1863,[1052],[1464],5
3246,1137,[2],"[1366, 1374]",5
2633,932,[389],"[1360, 1551]",4
4028,483,"[346, 347]","[1438, 1411, 1388, 1378]",4
2026,422,[306],"[1367, 1369]",4
1976,263,[57],[1363],5
1045,1055,[669],[1561],3
2574,2432,[1264],[1419],2
3650,207,[144],[1432],3
926,2632,[715],"[1661, 1445]",5
3059,180,[126],"[1369, 1456]",4
2722,18,[15],"[1383, 1384, 1385]",5
5353,1531,[165],[1366],4
921,1472,[865],[1606],5
2941,2632,[715],"[1661, 1445]",4
3543,2111,[1140],"[1374, 1401]",4
1023,1863,[1052],[1464],5
4199,2390,[407],"[1560, 1385]",3
2117,160,[107],"[1448, 1376]",4
2495,2045,[321],[1366],4
4957,1634,[946],[1421],3
4563,2535,[139],"[1457, 1401, 1441, 1443, 1387]",0
4869,1278,[773],"[1372, 1417, 1428, 1438, 1416]",5
4435,1479,[144],"[1394, 1363]",5
686,382,[125],[1411],3
584,808,[105],[1363],4
3832,672,[461],[1438],3
657,2632,[715],"[1661, 1445]",4
3811,849,[310],"[1453, 1432]",3
4197,2563,[211],"[1363, 1377, 1437, 1364, 1398]",4
2885,1575,[165],[1398],3
2651,1846,[503],[1451],3
3631,2040,"[543, 50]","[1390, 1398, 1370]",4
2706,1847,[1044],[1369],4
2817,180,[126],"[1369, 1456]",4
2460,287,[208],[1385],2
3952,2503,[198],"[1457, 1377, 1380]",3
4602,2461,[1271],"[1653, 1398]",4
206,636,[282],[1366],2
3150,2040,"[543, 50]","[1390, 1398, 1370]",3
3057,2371,[189],[1472],5
3445,493,[93],[1369],5
3986,2365,[1106],"[1413, 1540, 1568, 1380]",5
2239,416,[303],"[1371, 1438, 1388, 1475]",2
2672,932,[389],"[1360, 1551]",2
555,2462,[321],[1366],5
1672,293,[1],[1432],4
4264,180,[126],"[1369, 1456]",4
685,591,[413],[1363],3
421,1444,[505],[1366],3
4820,2324,[682],[1383],5
4999,2053,[672],[1390],3
3730,88,[53],"[1411, 1378, 1425]",2
2719,565,[105],[1366],5
1071,1869,[1054],"[1412, 1411, 1388, 1371, 1378]",3
1027,1691,[543],"[1369, 1487, 1370]",5
1194,1055,[669],[1561],3
2558,1329,[801],"[1418, 1449, 1417, 1373, 1372, 1438]",2
3531,26,[24],[1361],5
229,2632,[715],"[1661, 1445]",5
4153,493,[93],[1369],2
4168,1941,[551],"[1372, 1438, 1418, 1463, 1417, 1371]",5
3130,1059,[672],[1562],3
2056,430,[310],[1410],5
3134,567,"[60, 59]",[1366],4
5571,655,[450],"[1377, 1379, 1534]",3
5489,0,[0],"[1360, 1361, 1362]",5
554,2519,[1292],[1438],3
3300,1691,[543],"[1369, 1487, 1370]",3
3217,1043,[666],[1370],4
5197,426,[291],[1499],5
1315,2470,[967],"[1457, 1622, 1383, 1455, 1587]",5
4632,1264,[436],[1401],4
4788,70,[50],[1398],3
502,2082,[1130],[1398],3
4218,243,[89],[1374],4
4971,2101,[484],[1398],4
60,2655,[1087],[1403],3
666,492,[285],[1363],2
2134,533,[370],[1366],4
4059,316,[64],"[1441, 1402, 1370]",3
1903,879,[569],[1385],4
1232,1887,[838],"[1399, 1385]",4
2742,1578,[914],[1367],4
1520,1123,[65],[1398],5
4962,196,[137],[1363],4
1450,1212,[126],"[1394, 1427, 1572]",4
2787,371,[275],"[1383, 1490, 1491]",5
5364,1297,[672],[1562],4
4729,2571,[862],"[1371, 1438, 1414, 1388, 1379]",5
4157,64,[50],[1398],3
4874,1863,[1052],[1464],5
2233,1618,[238],[1383],3
1853,1347,[97],"[1451, 1588, 1401, 1387]",1
5451,1477,[180],"[1473, 1377, 1379]",4
668,1952,[1085],"[1475, 1438]",5
1755,2113,[411],"[1363, 1364]",4
1533,1957,[849],[1366],5
1565,2536,[139],[1616],3
359,1109,[695],"[1401, 1393]",5
5471,2001,[912],[1374],5
4862,2447,[339],[1363],5
2231,841,[211],"[1363, 1385]",4
2959,1799,[1020],"[1574, 1414, 1371]",4
4925,2231,[836],[1366],5
4109,1264,[436],[1401],4
1822,781,[518],[1403],2
5548,2164,[235],"[1479, 1401, 1376]",4
358,2380,[1246],[1383],4
4862,1163,[714],"[1380, 1399, 1540, 1378]",5
477,648,[126],"[1369, 1456]",4
3333,1783,[519],"[1370, 1441, 1398, 1387]",3
4774,1264,[436],[1401],3
4428,1922,[1071],[1401],4
4568,871,[566],[1388],4
2445,2475,[814],"[1360, 1584, 1445, 1377, 1402]",4
4832,1043,[666],[1370],3
4795,2499,[15],"[1377, 1457, 1481, 1418]",5
5411,72,[50],"[1378, 1398, 1422]",4
1707,183,[127],[1452],3
2072,879,[569],[1385],2
5124,1203,[25],[1361],4
893,235,[163],"[1466, 1375]",5
3603,1328,[800],"[1468, 1472]",4
2081,2196,[1175],"[1417, 1438, 1416, 1418, 1371]",4
4942,2632,[715],"[1661, 1445]",4
3551,2072,[761],[1401],4
2640,2081,[804],"[1540, 1568, 1379, 1380]",4
3719,1478,[868],"[1394, 1398]",5
1217,1114,[174],[1385],2
3599,1925,[612],"[1377, 1457, 1540, 1380, 1379, 1378]",4
2205,35,[32],[1376],4
3193,1925,[612],"[1377, 1457, 1540, 1380, 1379, 1378]",4
2828,886,[575],"[1402, 1457, 1418, 1380]",5
3062,891,[368],[1398],3
5381,112,[75],"[1433, 1398, 1370]",5
1602,1867,[126],"[1438, 1449, 1470, 1418]",3
4319,18,[15],"[1383, 1384, 1385]",4
622,2330,[1229],[1393],4
2951,1888,[767],"[1450, 1457, 1399, 1398, 1380, 1540]",5
1632,2620,[1336],[1383],4
3132,2404,[817],"[1650, 1454]",3
3887,906,[586],"[1394, 1549, 1472]",5
2439,389,[287],"[1405, 1394, 1361, 1370]",5
4390,2269,[170],"[1366, 1482]",3
690,1394,[352],"[1465, 1589]",4
316,342,[249],[1398],5
2958,1322,[797],"[1464, 1398, 1556, 1419, 1434, 1363]",5
5503,2221,[1184],"[1363, 1364]",5
2859,1297,[672],[1562],3
1604,18,[15],"[1383, 1384, 1385]",5
2702,2594,[645],"[1377, 1457, 1380, 1481, 1464]",3
1819,2382,[1248],[1472],3
2527,1370,[816],[1374],4
1391,2644,[246],[1366],4
2931,1689,[978],[1360],5
2766,1863,[1052],[1464],4
4561,2594,[645],"[1377, 1457, 1380, 1481, 1464]",4
1524,1387,[352],[1398],4
2619,1774,[1007],[1363],3
1590,182,[126],"[1369, 1456]",4
5149,72,[50],"[1378, 1398, 1422]",3
5392,220,[155],[1410],5
3330,1790,"[449, 1015]",[1363],4
5208,242,[169],"[1402, 1377, 1378, 1380]",5
3738,2524,[1294],"[1438, 1388, 1371, 1411, 1414, 1377]",3
3239,1891,[484],"[1457, 1398, 1363]",5
3449,1578,[914],[1367],4
1883,1705,[983],"[1366, 1369]",5
641,122,[82],"[1437, 1363]",5
5328,809,[105],[1363],3
1896,2448,[339],[1363],5
3253,1411,[533],[1401],5
2937,2429,[144],"[1405, 1394, 1363, 1492, 1393, 1400]",5
1197,1691,[543],"[1369, 1487, 1370]",4
4518,1876,[196],[1370],4
1343,123,[82],"[1363, 1370]",5
5004,1728,[273],[1403],4
3145,1953,[849],[1465],4
3311,1428,[64],[1366],4
1125,1386,[352],"[1590, 1398]",5
5176,1059,[672],[1562],5
3762,1151,[707],"[1540, 1457, 1402]",4
4466,1709,[64],[1370],5
4926,1862,[743],"[1499, 1370]",4
2630,2485,[476],[1366],3
2977,459,[126],"[1470, 1449, 1418, 1411, 1377]",4
3949,2447,[339],[1363],4
4688,1298,[672],[1562],4
2468,1775,[595],[1531],5
5008,1933,[1077],[1360],2
2388,150,[102],"[1437, 1374]",4
3754,1297,[672],[1562],4
5443,161,[109],[1363],4
327,1863,[1052],[1464],5
5464,1832,[1035],[1369],4
3675,1677,[972],"[1438, 1411]",4
2654,1909,[93],"[1369, 1398]",4
489,992,[633],[1401],3
1380,2507,[882],"[1417, 1418, 1449, 1438, 1377, 1372]",2
3855,2586,[288],[1398],4
474,1263,[765],"[1360, 1464, 1409]",4
3585,2679,[1359],[1366],4
2422,27,[25],"[1361, 1377, 1401, 1402, 1360, 1383]",4
1497,1931,[1076],[1360],4
2339,1097,[688],[1411],3
1585,1763,[499],[1567],5
3124,373,[25],"[1377, 1457, 1464, 1360]",3
5305,2286,[35],[1403],1
4243,1564,[702],[1398],3
194,1433,[250],[1413],4
4412,2244,[608],"[1360, 1547, 1643, 1361, 1567]",5
2880,167,[116],"[1406, 1387]",4
4688,2269,[170],"[1366, 1482]",5
604,2098,[232],"[1441, 1487]",3
4493,1142,[700],[1451],2
1414,666,[449],[1363],3
2068,1328,[800],"[1468, 1472]",3
4579,2143,[1157],"[1401, 1374, 1377, 1457, 1369]",4
3341,2620,[1336],[1383],5
4878,2258,[1198],"[1457, 1528, 1574, 1360]",4
4882,1328,[800],"[1468, 1472]",5
2880,2264,[1],[1432],4
2680,472,[337],"[1363, 1377, 1506, 1457]",4
4553,2632,[715],"[1661, 1445]",2
379,1472,[865],[1606],5
3577,2180,[1167],"[1374, 1472, 1398]",3
1012,1228,[747],[1427],4
1098,2165,[235],"[1479, 1401, 1376]",5
916,1387,[352],[1398],3
1988,454,[92],[1369],4
500,1863,[1052],[1464],4
923,505,[359],[1366],4
4979,919,[25],[1361],4
79,2632,[715],"[1661, 1445]",4
3930,2630,[743],[1366],4
2338,880,[324],"[1438, 1425, 1378, 1409, 1411]",5
2850,2562,[508],"[1418, 1438, 1417, 1377, 1425, 1373, 1372, 1449]",2
678,2315,[57],[1398],5
5034,2550,[932],[1608],4
4255,2620,[1336],[1383],4
4250,1933,[1077],[1360],3
4524,919,[25],[1361],5
3863,426,[291],[1499],4
2694,992,[633],[1401],4
4407,2465,[967],"[1457, 1406, 1622, 1455]",4
1576,2632,[715],"[1661, 1445]",2
1610,2232,[77],"[1487, 1398]",5
2607,383,[283],"[1360, 1457, 1380]",5
2233,2006,[408],[1383],4
3471,672,[461],[1438],3
29,1903,[1065],[1427],4
4956,1328,[800],"[1468, 1472]",5
1471,882,[571],"[1479, 1396, 1494, 1385]",3
35,2658,[1349],[1403],4
5299,1495,[180],"[1468, 1382]",3
2220,582,[406],"[1414, 1378, 1377]",5
5569,2453,[4],"[1451, 1401]",5
1238,1201,[522],[1472],5
2044,1388,[352],[1398],5
409,2632,[715],"[1661, 1445]",4
2274,67,[50],[1398],4
1200,2053,[672],[1390],5
3418,655,[450],"[1377, 1379, 1534]",2
511,2466,[1272],[1438],4
2992,2571,[862],"[1371, 1438, 1414, 1388, 1379]",5
4909,1902,[542],"[1448, 1473]",4
2366,2269,[170],"[1366, 1482]",2
2115,417,[304],"[1377, 1480, 1402, 1380]",2
234,2461,[1271],"[1653, 1398]",5
3479,378,[125],"[1377, 1457, 1398, 1437, 1414, 1363]",5
491,725,[149],[1363],4
3512,2632,[715],"[1661, 1445]",4
452,2495,[408],[1383],3
4269,1792,[79],"[1540, 1360, 1436, 1457]",5
5104,2325,[1226],[1472],5
1666,2471,[1273],"[1363, 1370, 1376]",4
1094,2540,[139],[1616],3
2060,654,[275],"[1446, 1383]",4
2411,1293,[296],[1383],3
793,2221,[1184],"[1363, 1364]",4
4814,1115,[117],[1360],5
463,2051,[414],"[1439, 1378, 1424]",4
1943,1299,[781],"[1540, 1530, 1581, 1509]",4
2895,2330,[1229],[1393],4
483,1680,[974],"[1418, 1438, 1425]",5
3059,2632,[715],"[1661, 1445]",4
3471,2086,[730],"[1438, 1417, 1372, 1473, 1425]",5
5291,1264,[436],[1401],4
2675,1633,[421],"[1574, 1411]",4
5018,1551,[390],"[1360, 1361]",4
2703,2632,[715],"[1661, 1445]",5
4306,1328,[800],"[1468, 1472]",4
1124,2450,[339],[1363],2
2089,919,[25],[1361],3
3263,2482,[1279],[1363],2
1212,190,[133],[1394],4
1563,1202,[278],[1369],4
4952,382,[125],[1411],5
1797,2093,[1136],"[1438, 1418, 1414, 1377, 1380, 1415, 1371]",3
50,2095,[1137],[1637],3
2721,67,[50],[1398],4
189,2571,[862],"[1371, 1438, 1414, 1388, 1379]",5
3000,1159,[712],[1360],4
3008,2075,[1126],"[1540, 1568, 1379, 1380]",1
4311,1263,[765],"[1360, 1464, 1409]",4
3208,716,[352],"[1465, 1426]",4
3211,2632,[715],"[1661, 1445]",3
1901,1472,[865],[1606],4
1108,919,[25],[1361],3
435,1436,[505],[1398],2
609,1235,[359],[1398],4
4288,2141,[353],[1369],3
2648,148,[100],[1374],5
3920,623,[429],"[1377, 1409, 1360]",4
153,49,[46],"[1416, 1417, 1418]",3
214,439,[283],"[1363, 1457, 1380, 1379]",5
4342,703,[475],[1374],3
5023,1696,[980],[1403],3
3645,18,[15],"[1383, 1384, 1385]",4
3140,2447,[339],[1363],4
3303,741,[142],"[1360, 1398, 1539]",3
1083,2632,[715],"[1661, 1445]",2
1619,2352,[1239],[1392],4
2893,1312,"[790, 791]","[1401, 1360, 1585, 1539, 1557]",4
4358,913,[592],"[1361, 1472, 1376]",5
2547,2015,[1106],"[1419, 1457, 1464, 1378, 1540, 1424, 1409]",4
4121,35,[32],[1376],4
2929,932,[389],"[1360, 1551]",5
5038,142,[97],"[1401, 1387, 1441, 1383, 1360]",5
2658,170,[119],[1363],4
2832,2042,[767],"[1363, 1432, 1397]",5
863,1536,[888],[1402],3
4953,2155,[564],[1411],4
5324,2383,[1249],[1438],4
5054,1953,[849],[1465],5
1201,1396,[825],[1366],5
3735,2050,[107],"[1398, 1376]",3
1169,18,[15],"[1383, 1384, 1385]",4
1790,2222,[943],"[1449, 1371, 1438, 1418, 1373, 1470, 1522]",3
4301,943,[372],[1411],3
2282,2391,[1104],"[1401, 1387, 1383]",4
1482,2632,[715],"[1661, 1445]",5
2798,1421,[840],"[1399, 1533, 1360, 1398]",3
2348,647,[446],"[1457, 1360, 1531, 1380]",5
3478,2445,[339],[1363],5
2760,1881,[521],[1383],3
2809,2286,[35],[1403],3
5383,1086,[408],"[1401, 1383]",5
1756,825,[541],[1544],2
3011,811,[165],[1366],4
2053,70,[50],[1398],3
986,421,[291],[1366],4
4587,2026,[543],"[1439, 1398, 1457, 1440, 1370]",3
2734,477,[340],"[1419, 1464, 1378]",2
2203,1939,[643],"[1418, 1470, 1522]",5
1620,737,[449],[1363],4
4489,507,[359],[1398],5
1404,854,[556],"[1363, 1398, 1457]",4
2368,2003,[296],[1383],2
394,2510,[15],"[1457, 1380, 1377, 1418, 1481]",4
4345,2524,[1294],"[1438, 1388, 1371, 1411, 1414, 1377]",3
3170,508,[360],"[1361, 1401, 1370]",4
4089,2141,[353],[1369],4
986,1027,[64],[1370],3
5072,2475,[814],"[1360, 1584, 1445, 1377, 1402]",5
4078,2077,[672],[1562],4
2421,653,[248],"[1434, 1363, 1533, 1486, 1534]",5
3629,1373,"[817, 818]","[1360, 1454]",4
4858,1055,[669],[1561],4
171,1230,[285],[1363],3
2855,18,[15],"[1383, 1384, 1385]",4
2047,1422,[74],"[1517, 1600, 1540, 1380]",4
2357,2664,[1352],"[1415, 1414, 1418, 1371, 1377]",4
1051,1065,[674],[1452],4
3155,958,[616],[1363],4
649,1270,[770],"[1579, 1385]",4
4436,882,[571],"[1479, 1396, 1494, 1385]",5
2001,809,[105],[1363],4
329,886,[575],"[1402, 1457, 1418, 1380]",4
1402,1479,[144],"[1394, 1363]",5
1846,2665,[1353],[1388],4
4935,1205,[736],"[1360, 1568, 1527]",4
1735,1835,[324],[1403],3
1182,1887,[838],"[1399, 1385]",4
261,1249,[756],[1383],5
3671,182,[126],"[1369, 1456]",4
4791,2015,[1106],"[1419, 1457, 1464, 1378, 1540, 1424, 1409]",4
3176,505,[359],[1366],5
4879,1801,[515],"[1457, 1360, 1528, 1377]",2
104,73,[50],[1398],5
4747,1299,[781],"[1540, 1530, 1581, 1509]",2
2790,1298,[672],[1562],3
1860,1444,[505],[1366],3
3831,1387,[352],[1398],5
1240,604,[199],[1363],3
1914,1691,[543],"[1369, 1487, 1370]",4
2014,1437,[505],[1366],4
630,1887,[838],"[1399, 1385]",4
2166,1295,[780],[1512],3
5241,1863,[1052],[1464],4
3501,1418,[74],"[1413, 1556, 1517, 1380]",5
15,2602,[1328],[1417],4
1428,400,[295],"[1372, 1418, 1495, 1417]",4
1078,1904,[1066],"[1457, 1540, 1360, 1568, 1380]",5
3740,2530,[139],[1387],3
3982,920,[26],"[1360, 1377, 1457, 1409]",4
1287,2632,[715],"[1661, 1445]",5
3409,2172,[235],"[1479, 1401, 1376]",2
3274,1264,[436],[1401],4
4173,897,[579],"[1419, 1361, 1390]",4
4647,2040,"[543, 50]","[1390, 1398, 1370]",5
88,55,[50],[1398],5
4998,2483,[1124],"[1372, 1438, 1418, 1463]",3
4107,1087,[69],"[1540, 1379, 1380]",2
2142,1283,[635],[1426],5
2171,913,[592],"[1361, 1472, 1376]",4
3825,2075,[1126],"[1540, 1568, 1379, 1380]",5
2696,1203,[25],[1361],5
3660,85,[50],[1363],3
4525,1689,[978],[1360],2
784,2534,[139],"[1457, 1540, 1378]",5
692,1297,[672],[1562],5
2373,2498,[184],"[1372, 1438, 1495, 1371, 1469, 1418]",4
589,906,[586],"[1394, 1549, 1472]",3
2497,2632,[715],"[1661, 1445]",4
34,532,"[373, 374]",[1363],3
2409,1691,[543],"[1369, 1487, 1370]",5
3763,2422,[144],[1400],4
323,2404,[817],"[1650, 1454]",3
3247,1863,[1052],[1464],4
4990,2085,[104],[1398],5
1833,420,[264],[1360],5
1221,1922,[1071],[1401],3
1806,280,[198],"[1457, 1418, 1380, 1363]",5
3919,1891,[484],"[1457, 1398, 1363]",5
261,2004,[700],"[1401, 1443, 1521, 1451]",4
1884,493,[93],[1369],5
2712,1597,[496],"[1360, 1457, 1380]",4
904,1388,[352],[1398],4
2341,1264,[436],[1401],3
2436,95,"[59, 60]","[1398, 1363]",3
480,2534,[139],"[1457, 1540, 1378]",1
4912,389,[287],"[1405, 1394, 1361, 1370]",5
5560,2523,[1028],[1366],4
3799,874,[84],"[1366, 1361, 1401, 1376]",5
1010,535,[377],"[1373, 1449, 1517]",4
2018,1668,[74],[1360],4
5210,777,[514],"[1360, 1419, 1521, 1377]",3
3404,2061,[24],[1399],4
4079,93,[58],[1360],5
2053,2203,[360],"[1361, 1401, 1370]",2
821,2078,[1128],[1394],3
3259,1253,[69],"[1540, 1464, 1380, 1379]",5
562,1577,[151],"[1417, 1372, 1438, 1418]",4
1138,2164,[235],"[1479, 1401, 1376]",4
2187,947,[610],"[1449, 1470, 1457, 1377]",4
5480,1607,[738],[1385],4
2092,2594,[645],"[1377, 1457, 1380, 1481, 1464]",3
119,55,[50],[1398],4
4892,1951,[564],[1411],4
3075,378,[125],"[1377, 1457, 1398, 1437, 1414, 1363]",4
829,2128,[1150],"[1412, 1438, 1371, 1425, 1388]",3
166,913,[592],"[1361, 1472, 1376]",4
502,2057,[543],"[1398, 1439, 1363, 1473, 1457]",3
3076,1263,[765],"[1360, 1464, 1409]",3
2651,31,[29],[1405],4
557,926,[407],[1363],5
5036,161,[109],[1363],5
1966,295,[216],"[1425, 1475, 1480]",4
2998,157,[106],[1447],4
5133,1633,[421],"[1574, 1411]",5
4137,1574,[912],[1374],3
2508,1599,[139],[1616],4
4969,2350,[952],[1369],3
1824,1388,[352],[1398],5
5347,2420,[477],[1366],4
1656,1968,[571],"[1370, 1457, 1377, 1418, 1398, 1473]",3
3077,1151,[707],"[1540, 1457, 1402]",3
3099,1679,[577],[1369],4
1729,2459,[967],"[1406, 1360, 1622, 1455]",4
2012,1938,[1080],"[1360, 1361]",3
2088,2222,[943],"[1449, 1371, 1438, 1418, 1373, 1470, 1522]",4
2428,2447,[339],[1363],5
473,1853,[170],"[1363, 1482, 1401]",4
855,879,[569],[1385],4
4544,1329,[801],"[1418, 1449, 1417, 1373, 1372, 1438]",4
3270,2632,[715],"[1661, 1445]",4
739,1887,[838],"[1399, 1385]",4
1411,2242,[1191],"[1438, 1371, 1372, 1443]",4
1481,1667,[912],"[1374, 1362]",5
4264,68,[50],[1398],5
2205,2679,[1359],[1366],4
4668,1471,[285],[1363],4
3175,389,[287],"[1405, 1394, 1361, 1370]",3
4867,932,[389],"[1360, 1551]",5
1603,102,[65],[1366],3
952,1888,[767],"[1450, 1457, 1399, 1398, 1380, 1540]",5
635,999,[641],"[1540, 1457]",3
1470,458,[327],"[1426, 1376]",4
3690,60,[50],[1398],3
4242,913,[592],"[1361, 1472, 1376]",5
1778,158,[107],"[1370, 1376]",4
4536,2656,[1348],"[1377, 1380, 1379, 1568, 1457]",4
2718,328,[241],"[1457, 1387, 1443, 1401]",3
2629,2213,[117],[1360],4
2499,1669,[149],"[1540, 1401, 1457, 1443, 1387]",4
696,2141,[353],[1369],3
1796,503,[75],"[1433, 1401, 1370]",4
5205,2340,[1233],[1451],3
1499,21,[19],"[1392, 1385]",4
1192,2165,[235],"[1479, 1401, 1376]",5
5276,430,[310],[1410],5
3289,591,[413],[1363],3
428,1484,[449],[1363],3
264,72,[50],"[1378, 1398, 1422]",5
315,2462,[321],[1366],3
3821,100,[63],"[1398, 1360, 1363]",2
4884,2627,[351],"[1360, 1383]",3
5456,1917,[612],[1361],5
208,1059,[672],[1562],5
2770,781,[518],[1403],5
1631,54,[50],[1398],4
3278,1485,[449],"[1537, 1374]",5
4485,1179,[723],[1567],4
4219,921,[595],[1531],4
1634,430,[310],[1410],5
831,2115,[1143],"[1439, 1438, 1475]",4
3282,21,[19],"[1392, 1385]",4
3838,2482,[1279],[1363],3
3050,2160,[231],"[1457, 1450, 1398, 1399, 1568, 1540, 1409]",4
1629,1808,[519],[1387],2
1666,1966,[1088],"[1370, 1457, 1377, 1401, 1387]",3
2871,2233,[126],[1363],5
4489,1279,[774],"[1530, 1540, 1360, 1568, 1377]",4
4320,1299,[781],"[1540, 1530, 1581, 1509]",4
3843,1444,[505],[1366],4
5500,2168,[716],"[1479, 1401, 1376]",2
3475,63,[50],[1398],3
5285,1046,[664],"[1360, 1383, 1490]",1
2959,1395,[824],"[1592, 1593]",5
2463,1470,[180],"[1468, 1382, 1492]",4
5127,651,[449],[1363],4
5299,2461,[1271],"[1653, 1398]",4
2984,1677,[972],"[1438, 1411]",5
3022,1237,[751],[1372],3
2085,932,[389],"[1360, 1551]",3
4942,1933,[1077],[1360],5
3791,2641,[167],[1369],4
1096,1835,[324],[1403],3
3967,1921,[1070],"[1360, 1457, 1517, 1449]",4
2561,1543,[894],[1608],4
821,2458,[607],"[1517, 1402, 1480]",3
2001,1315,[321],[1366],2
2580,2632,[715],"[1661, 1445]",5
298,2573,[96],"[1403, 1567]",4
1258,1062,[673],[1398],4
3531,18,[15],"[1383, 1384, 1385]",3
2163,21,[19],"[1392, 1385]",3
441,2652,[1073],"[1378, 1473, 1411, 1663, 1424]",5
292,2482,[1279],[1363],2
1596,1089,[69],[1403],3
5530,759,[501],"[1360, 1409, 1377, 1457]",5
5523,70,[50],[1398],3
3214,488,[126],"[1369, 1456]",5
89,493,[93],[1369],4
3764,488,[126],"[1369, 1456]",5
1379,493,[93],[1369],5
174,1475,[211],"[1363, 1396]",5
3088,297,[218],"[1457, 1360, 1481, 1380]",3
1189,2467,[321],[1366],2
4381,378,[125],"[1377, 1457, 1398, 1437, 1414, 1363]",4
2560,363,"[267, 268]","[1438, 1377, 1414, 1418, 1371, 1428, 1415]",3
2662,2330,[1229],[1393],5
2137,2009,[912],"[1363, 1374]",4
1160,1048,[105],[1366],3
3180,2393,[600],"[1377, 1409, 1380, 1424]",5
2500,1921,[1070],"[1360, 1457, 1517, 1449]",5
1593,631,[435],"[1528, 1360, 1457]",4
3434,1688,[72],[1383],3
330,932,[389],"[1360, 1551]",4
4962,665,[459],[1462],4
541,67,[50],[1398],1
2186,493,[93],[1369],5
2171,1477,[180],"[1473, 1377, 1379]",3
1278,478,[341],[1374],3
1702,655,[450],"[1377, 1379, 1534]",3
2926,1952,[1085],"[1475, 1438]",5
1415,1853,[170],"[1363, 1482, 1401]",4
831,2638,[1342],[1471],4
3714,2669,[404],[1398],4
4686,293,[1],[1432],4
4806,418,[305],[1498],3
4886,89,[54],[1426],5
3936,796,[82],"[1437, 1363]",3
2552,357,[261],"[1377, 1457, 1380, 1360]",5
1260,2034,[1114],[1369],5
3606,1444,[505],[1366],4
2960,1283,[635],[1426],4
4505,479,[340],"[1419, 1457, 1378, 1424]",3
